,direction,relation,relex_relcos,sentence,term1,term2
2253,CALCITONIN treats HYPERCALCEMIA OF MALIGNANCY,treats,0.9878291611472622,"Other agents used in the second line treatment of HYPERCALCEMIA OF MALIGNANCY include plicamycin, CALCITONIN gallium nitrate, and the glucocorticoids.",HYPERCALCEMIA OF MALIGNANCY,CALCITONIN
2254,BRAIN causes MULTIFOCAL LEUKOENCEPHALOPATHY,causes,0.314485451016576,Neurotropic JC virus reaches the BRAIN and causes progressive MULTIFOCAL LEUKOENCEPHALOPATHY a demyelinating disease of the central nervous system with a high mortality rate.,BRAIN,MULTIFOCAL LEUKOENCEPHALOPATHY
2255,BRAIN causes MULTIFOCAL LEUKOENCEPHALOPATHY,causes,0.314485451016576,Neurotropic JC virus reaches the BRAIN and causes progressive MULTIFOCAL LEUKOENCEPHALOPATHY a demyelinating disease of the central nervous system with a high mortality rate.,BRAIN,MULTIFOCAL LEUKOENCEPHALOPATHY
2256,no_relation,causes,0.314485451016576,Neurotropic JC virus reaches the BRAIN and causes progressive MULTIFOCAL LEUKOENCEPHALOPATHY a demyelinating disease of the central nervous system with a high mortality rate.,BRAIN,MULTIFOCAL LEUKOENCEPHALOPATHY
2257,no_relation,causes,0.314485451016576,Neurotropic JC virus reaches the BRAIN and causes progressive MULTIFOCAL LEUKOENCEPHALOPATHY a demyelinating disease of the central nervous system with a high mortality rate.,BRAIN,MULTIFOCAL LEUKOENCEPHALOPATHY
2258,no_relation,causes,0.314485451016576,Neurotropic JC virus reaches the BRAIN and causes progressive MULTIFOCAL LEUKOENCEPHALOPATHY a demyelinating disease of the central nervous system with a high mortality rate.,BRAIN,MULTIFOCAL LEUKOENCEPHALOPATHY
2259,no_relation,causes,0.314485451016576,Neurotropic JC virus reaches the BRAIN and causes progressive MULTIFOCAL LEUKOENCEPHALOPATHY a demyelinating disease of the central nervous system with a high mortality rate.,BRAIN,MULTIFOCAL LEUKOENCEPHALOPATHY
2260,no_relation,causes,0.314485451016576,Neurotropic JC virus reaches the BRAIN and causes progressive MULTIFOCAL LEUKOENCEPHALOPATHY a demyelinating disease of the central nervous system with a high mortality rate.,BRAIN,MULTIFOCAL LEUKOENCEPHALOPATHY
2261,no_relation,causes,0.9494253265550828,The differences between uncomplicated and COMPLICATED PREGNANCIES offer new endpoints for an early identification of gestational hypertension and PREECLAMPSIA,COMPLICATED PREGNANCIES,PREECLAMPSIA
2262,PREECLAMPSIA causes COMPLICATED PREGNANCIES,causes,0.9494253265550828,The differences between uncomplicated and COMPLICATED PREGNANCIES offer new endpoints for an early identification of gestational hypertension and PREECLAMPSIA,COMPLICATED PREGNANCIES,PREECLAMPSIA
2263,no_relation,causes,0.9494253265550828,The differences between uncomplicated and COMPLICATED PREGNANCIES offer new endpoints for an early identification of gestational hypertension and PREECLAMPSIA,COMPLICATED PREGNANCIES,PREECLAMPSIA
2264,PREECLAMPSIA causes COMPLICATED PREGNANCIES,causes,0.9494253265550828,The differences between uncomplicated and COMPLICATED PREGNANCIES offer new endpoints for an early identification of gestational hypertension and PREECLAMPSIA,COMPLICATED PREGNANCIES,PREECLAMPSIA
2265,PREECLAMPSIA causes COMPLICATED PREGNANCIES,causes,0.9494253265550828,The differences between uncomplicated and COMPLICATED PREGNANCIES offer new endpoints for an early identification of gestational hypertension and PREECLAMPSIA,COMPLICATED PREGNANCIES,PREECLAMPSIA
2266,no_relation,causes,0.9494253265550828,The differences between uncomplicated and COMPLICATED PREGNANCIES offer new endpoints for an early identification of gestational hypertension and PREECLAMPSIA,COMPLICATED PREGNANCIES,PREECLAMPSIA
2267,COMPLICATED PREGNANCIES causes PREECLAMPSIA,causes,0.9494253265550828,The differences between uncomplicated and COMPLICATED PREGNANCIES offer new endpoints for an early identification of gestational hypertension and PREECLAMPSIA,COMPLICATED PREGNANCIES,PREECLAMPSIA
2268,ANTIARRHYTHMIC DRUGS treats REENTRANT ARRHYTHMIAS,treats,0.4313310928137539,Our results suggest that the heart rate dependence of REENTRANT ARRHYTHMIAS might be of prognostic value in the administration of ANTIARRHYTHMIC DRUGS,REENTRANT ARRHYTHMIAS,ANTIARRHYTHMIC DRUGS
2269,ANTIARRHYTHMIC DRUGS treats REENTRANT ARRHYTHMIAS,treats,0.4313310928137539,Our results suggest that the heart rate dependence of REENTRANT ARRHYTHMIAS might be of prognostic value in the administration of ANTIARRHYTHMIC DRUGS,REENTRANT ARRHYTHMIAS,ANTIARRHYTHMIC DRUGS
2270,no_relation,treats,0.4313310928137539,Our results suggest that the heart rate dependence of REENTRANT ARRHYTHMIAS might be of prognostic value in the administration of ANTIARRHYTHMIC DRUGS,REENTRANT ARRHYTHMIAS,ANTIARRHYTHMIC DRUGS
2271,ANTIARRHYTHMIC DRUGS treats REENTRANT ARRHYTHMIAS,treats,0.4313310928137539,Our results suggest that the heart rate dependence of REENTRANT ARRHYTHMIAS might be of prognostic value in the administration of ANTIARRHYTHMIC DRUGS,REENTRANT ARRHYTHMIAS,ANTIARRHYTHMIC DRUGS
2272,ANTIARRHYTHMIC DRUGS treats REENTRANT ARRHYTHMIAS,treats,0.4313310928137539,Our results suggest that the heart rate dependence of REENTRANT ARRHYTHMIAS might be of prognostic value in the administration of ANTIARRHYTHMIC DRUGS,REENTRANT ARRHYTHMIAS,ANTIARRHYTHMIC DRUGS
2273,ANTIARRHYTHMIC DRUGS treats REENTRANT ARRHYTHMIAS,treats,0.4313310928137539,Our results suggest that the heart rate dependence of REENTRANT ARRHYTHMIAS might be of prognostic value in the administration of ANTIARRHYTHMIC DRUGS,REENTRANT ARRHYTHMIAS,ANTIARRHYTHMIC DRUGS
2274,ANTIARRHYTHMIC DRUGS treats REENTRANT ARRHYTHMIAS,treats,0.4313310928137539,Our results suggest that the heart rate dependence of REENTRANT ARRHYTHMIAS might be of prognostic value in the administration of ANTIARRHYTHMIC DRUGS,REENTRANT ARRHYTHMIAS,ANTIARRHYTHMIC DRUGS
2275,EPSTEIN BARR VIRUS causes INFECTIOUS MONONUCLEOSIS,causes,0.99654575824488,EPSTEIN BARR VIRUS is a herpesvirus that causes INFECTIOUS MONONUCLEOSIS carcinomas and immunoproliferative disease.,EPSTEIN BARR VIRUS,INFECTIOUS MONONUCLEOSIS
2276,EPSTEIN BARR VIRUS causes INFECTIOUS MONONUCLEOSIS,causes,0.99654575824488,EPSTEIN BARR VIRUS is a herpesvirus that causes INFECTIOUS MONONUCLEOSIS carcinomas and immunoproliferative disease.,EPSTEIN BARR VIRUS,INFECTIOUS MONONUCLEOSIS
2277,EPSTEIN BARR VIRUS causes INFECTIOUS MONONUCLEOSIS,causes,0.99654575824488,EPSTEIN BARR VIRUS is a herpesvirus that causes INFECTIOUS MONONUCLEOSIS carcinomas and immunoproliferative disease.,EPSTEIN BARR VIRUS,INFECTIOUS MONONUCLEOSIS
2278,EPSTEIN BARR VIRUS causes INFECTIOUS MONONUCLEOSIS,causes,0.99654575824488,EPSTEIN BARR VIRUS is a herpesvirus that causes INFECTIOUS MONONUCLEOSIS carcinomas and immunoproliferative disease.,EPSTEIN BARR VIRUS,INFECTIOUS MONONUCLEOSIS
2279,INFECTIOUS MONONUCLEOSIS causes EPSTEIN BARR VIRUS,causes,0.99654575824488,EPSTEIN BARR VIRUS is a herpesvirus that causes INFECTIOUS MONONUCLEOSIS carcinomas and immunoproliferative disease.,EPSTEIN BARR VIRUS,INFECTIOUS MONONUCLEOSIS
2280,EPSTEIN BARR VIRUS causes INFECTIOUS MONONUCLEOSIS,causes,0.99654575824488,EPSTEIN BARR VIRUS is a herpesvirus that causes INFECTIOUS MONONUCLEOSIS carcinomas and immunoproliferative disease.,EPSTEIN BARR VIRUS,INFECTIOUS MONONUCLEOSIS
2281,EPSTEIN BARR VIRUS causes INFECTIOUS MONONUCLEOSIS,causes,0.99654575824488,EPSTEIN BARR VIRUS is a herpesvirus that causes INFECTIOUS MONONUCLEOSIS carcinomas and immunoproliferative disease.,EPSTEIN BARR VIRUS,INFECTIOUS MONONUCLEOSIS
2282,PANCREATIC ISLETS treats STREPTOZOTOCIN INDUCED DIABETES,treats,0.9760921603577252,The ability of PANCREATIC ISLETS implanted into abdominal muscle to effect a recovery from STREPTOZOTOCIN INDUCED DIABETES was compared with that of i.p implants.,PANCREATIC ISLETS,STREPTOZOTOCIN INDUCED DIABETES
2283,PANCREATIC ISLETS treats STREPTOZOTOCIN INDUCED DIABETES,treats,0.9760921603577252,The ability of PANCREATIC ISLETS implanted into abdominal muscle to effect a recovery from STREPTOZOTOCIN INDUCED DIABETES was compared with that of i.p implants.,PANCREATIC ISLETS,STREPTOZOTOCIN INDUCED DIABETES
2284,PANCREATIC ISLETS treats STREPTOZOTOCIN INDUCED DIABETES,treats,0.9760921603577252,The ability of PANCREATIC ISLETS implanted into abdominal muscle to effect a recovery from STREPTOZOTOCIN INDUCED DIABETES was compared with that of i.p implants.,PANCREATIC ISLETS,STREPTOZOTOCIN INDUCED DIABETES
2285,no_relation,treats,0.9760921603577252,The ability of PANCREATIC ISLETS implanted into abdominal muscle to effect a recovery from STREPTOZOTOCIN INDUCED DIABETES was compared with that of i.p implants.,PANCREATIC ISLETS,STREPTOZOTOCIN INDUCED DIABETES
2286,no_relation,treats,0.9760921603577252,The ability of PANCREATIC ISLETS implanted into abdominal muscle to effect a recovery from STREPTOZOTOCIN INDUCED DIABETES was compared with that of i.p implants.,PANCREATIC ISLETS,STREPTOZOTOCIN INDUCED DIABETES
2287,PANCREATIC ISLETS treats STREPTOZOTOCIN INDUCED DIABETES,treats,0.9760921603577252,The ability of PANCREATIC ISLETS implanted into abdominal muscle to effect a recovery from STREPTOZOTOCIN INDUCED DIABETES was compared with that of i.p implants.,PANCREATIC ISLETS,STREPTOZOTOCIN INDUCED DIABETES
2288,no_relation,treats,0.9760921603577252,The ability of PANCREATIC ISLETS implanted into abdominal muscle to effect a recovery from STREPTOZOTOCIN INDUCED DIABETES was compared with that of i.p implants.,PANCREATIC ISLETS,STREPTOZOTOCIN INDUCED DIABETES
2289,HEADACHE TREATMENTS treats MIGRAINE DIAGNOSIS,treats,0.707106781186547,"Migraine patients underwent a structured direct interview about previous MIGRAINE DIAGNOSIS comorbidity, HEADACHE TREATMENTS and their side effects and healthcare utilization for migraine.",HEADACHE TREATMENTS,MIGRAINE DIAGNOSIS
2290,no_relation,treats,0.707106781186547,"Migraine patients underwent a structured direct interview about previous MIGRAINE DIAGNOSIS comorbidity, HEADACHE TREATMENTS and their side effects and healthcare utilization for migraine.",HEADACHE TREATMENTS,MIGRAINE DIAGNOSIS
2291,MIGRAINE DIAGNOSIS treats HEADACHE TREATMENTS,treats,0.707106781186547,"Migraine patients underwent a structured direct interview about previous MIGRAINE DIAGNOSIS comorbidity, HEADACHE TREATMENTS and their side effects and healthcare utilization for migraine.",HEADACHE TREATMENTS,MIGRAINE DIAGNOSIS
2292,HEADACHE TREATMENTS treats MIGRAINE DIAGNOSIS,treats,0.707106781186547,"Migraine patients underwent a structured direct interview about previous MIGRAINE DIAGNOSIS comorbidity, HEADACHE TREATMENTS and their side effects and healthcare utilization for migraine.",HEADACHE TREATMENTS,MIGRAINE DIAGNOSIS
2293,no_relation,treats,0.707106781186547,"Migraine patients underwent a structured direct interview about previous MIGRAINE DIAGNOSIS comorbidity, HEADACHE TREATMENTS and their side effects and healthcare utilization for migraine.",HEADACHE TREATMENTS,MIGRAINE DIAGNOSIS
2294,MIGRAINE DIAGNOSIS treats HEADACHE TREATMENTS,treats,0.707106781186547,"Migraine patients underwent a structured direct interview about previous MIGRAINE DIAGNOSIS comorbidity, HEADACHE TREATMENTS and their side effects and healthcare utilization for migraine.",HEADACHE TREATMENTS,MIGRAINE DIAGNOSIS
2295,MIGRAINE DIAGNOSIS treats HEADACHE TREATMENTS,treats,0.707106781186547,"Migraine patients underwent a structured direct interview about previous MIGRAINE DIAGNOSIS comorbidity, HEADACHE TREATMENTS and their side effects and healthcare utilization for migraine.",HEADACHE TREATMENTS,MIGRAINE DIAGNOSIS
2296,DEXTROSE causes HYPOGLYCEMIA,causes,0.375,Do not substitute for IV DEXTROSE in emergency situations in which HYPOGLYCEMIA is suspected but not established.,HYPOGLYCEMIA,DEXTROSE
2297,no_relation,causes,0.375,Do not substitute for IV DEXTROSE in emergency situations in which HYPOGLYCEMIA is suspected but not established.,HYPOGLYCEMIA,DEXTROSE
2298,no_relation,causes,0.375,Do not substitute for IV DEXTROSE in emergency situations in which HYPOGLYCEMIA is suspected but not established.,HYPOGLYCEMIA,DEXTROSE
2299,no_relation,causes,0.375,Do not substitute for IV DEXTROSE in emergency situations in which HYPOGLYCEMIA is suspected but not established.,HYPOGLYCEMIA,DEXTROSE
2300,no_relation,causes,0.375,Do not substitute for IV DEXTROSE in emergency situations in which HYPOGLYCEMIA is suspected but not established.,HYPOGLYCEMIA,DEXTROSE
2301,DEXTROSE causes HYPOGLYCEMIA,causes,0.375,Do not substitute for IV DEXTROSE in emergency situations in which HYPOGLYCEMIA is suspected but not established.,HYPOGLYCEMIA,DEXTROSE
2302,DEXTROSE causes HYPOGLYCEMIA,causes,0.375,Do not substitute for IV DEXTROSE in emergency situations in which HYPOGLYCEMIA is suspected but not established.,HYPOGLYCEMIA,DEXTROSE
2303,no_relation,location,0.371390676354104,"The clinicopathologic features of intestinal type adenocarcinoma have been well documented in the stomach, and INTESTINAL METAPLASIA and INTESTINAL TYPE ADENOCARCINOMA has also been reported in the gallbladder.",INTESTINAL METAPLASIA,INTESTINAL TYPE ADENOCARCINOMA
2304,no_relation,location,0.371390676354104,"The clinicopathologic features of intestinal type adenocarcinoma have been well documented in the stomach, and INTESTINAL METAPLASIA and INTESTINAL TYPE ADENOCARCINOMA has also been reported in the gallbladder.",INTESTINAL METAPLASIA,INTESTINAL TYPE ADENOCARCINOMA
2305,no_relation,location,0.371390676354104,"The clinicopathologic features of intestinal type adenocarcinoma have been well documented in the stomach, and INTESTINAL METAPLASIA and INTESTINAL TYPE ADENOCARCINOMA has also been reported in the gallbladder.",INTESTINAL METAPLASIA,INTESTINAL TYPE ADENOCARCINOMA
2306,INTESTINAL TYPE ADENOCARCINOMA location INTESTINAL METAPLASIA,location,0.371390676354104,"The clinicopathologic features of intestinal type adenocarcinoma have been well documented in the stomach, and INTESTINAL METAPLASIA and INTESTINAL TYPE ADENOCARCINOMA has also been reported in the gallbladder.",INTESTINAL METAPLASIA,INTESTINAL TYPE ADENOCARCINOMA
2307,no_relation,location,0.371390676354104,"The clinicopathologic features of intestinal type adenocarcinoma have been well documented in the stomach, and INTESTINAL METAPLASIA and INTESTINAL TYPE ADENOCARCINOMA has also been reported in the gallbladder.",INTESTINAL METAPLASIA,INTESTINAL TYPE ADENOCARCINOMA
2308,INTESTINAL METAPLASIA location INTESTINAL TYPE ADENOCARCINOMA,location,0.371390676354104,"The clinicopathologic features of intestinal type adenocarcinoma have been well documented in the stomach, and INTESTINAL METAPLASIA and INTESTINAL TYPE ADENOCARCINOMA has also been reported in the gallbladder.",INTESTINAL METAPLASIA,INTESTINAL TYPE ADENOCARCINOMA
2309,no_relation,location,0.371390676354104,"The clinicopathologic features of intestinal type adenocarcinoma have been well documented in the stomach, and INTESTINAL METAPLASIA and INTESTINAL TYPE ADENOCARCINOMA has also been reported in the gallbladder.",INTESTINAL METAPLASIA,INTESTINAL TYPE ADENOCARCINOMA
2310,IRON causes HEMOCHROMATOSIS,causes,0.6974858324629161,A high intake of iron is harmful for patients with HEMOCHROMATOSIS and for others at risk for IRON overload.,HEMOCHROMATOSIS,IRON
2311,no_relation,causes,0.6974858324629161,A high intake of iron is harmful for patients with HEMOCHROMATOSIS and for others at risk for IRON overload.,HEMOCHROMATOSIS,IRON
2312,no_relation,causes,0.6974858324629161,A high intake of iron is harmful for patients with HEMOCHROMATOSIS and for others at risk for IRON overload.,HEMOCHROMATOSIS,IRON
2313,IRON causes HEMOCHROMATOSIS,causes,0.6974858324629161,A high intake of iron is harmful for patients with HEMOCHROMATOSIS and for others at risk for IRON overload.,HEMOCHROMATOSIS,IRON
2314,HEMOCHROMATOSIS causes IRON,causes,0.6974858324629161,A high intake of iron is harmful for patients with HEMOCHROMATOSIS and for others at risk for IRON overload.,HEMOCHROMATOSIS,IRON
2315,no_relation,causes,0.6974858324629161,A high intake of iron is harmful for patients with HEMOCHROMATOSIS and for others at risk for IRON overload.,HEMOCHROMATOSIS,IRON
2316,IRON causes HEMOCHROMATOSIS,causes,0.6974858324629161,A high intake of iron is harmful for patients with HEMOCHROMATOSIS and for others at risk for IRON overload.,HEMOCHROMATOSIS,IRON
2317,WART VIRUS causes VERRUCA VULGARIS,causes,1.0,In 243 cases of VERRUCA VULGARIS about 85% of the epidermal efflorescences caused by the WART VIRUS were cured by two or more applications of Solcoderm in ambulant therapy.,WART VIRUS,VERRUCA VULGARIS
2318,WART VIRUS causes VERRUCA VULGARIS,causes,1.0,In 243 cases of VERRUCA VULGARIS about 85% of the epidermal efflorescences caused by the WART VIRUS were cured by two or more applications of Solcoderm in ambulant therapy.,WART VIRUS,VERRUCA VULGARIS
2319,WART VIRUS causes VERRUCA VULGARIS,causes,1.0,In 243 cases of VERRUCA VULGARIS about 85% of the epidermal efflorescences caused by the WART VIRUS were cured by two or more applications of Solcoderm in ambulant therapy.,WART VIRUS,VERRUCA VULGARIS
2320,VERRUCA VULGARIS causes WART VIRUS,causes,1.0,In 243 cases of VERRUCA VULGARIS about 85% of the epidermal efflorescences caused by the WART VIRUS were cured by two or more applications of Solcoderm in ambulant therapy.,WART VIRUS,VERRUCA VULGARIS
2321,WART VIRUS causes VERRUCA VULGARIS,causes,1.0,In 243 cases of VERRUCA VULGARIS about 85% of the epidermal efflorescences caused by the WART VIRUS were cured by two or more applications of Solcoderm in ambulant therapy.,WART VIRUS,VERRUCA VULGARIS
2322,VERRUCA VULGARIS causes WART VIRUS,causes,1.0,In 243 cases of VERRUCA VULGARIS about 85% of the epidermal efflorescences caused by the WART VIRUS were cured by two or more applications of Solcoderm in ambulant therapy.,WART VIRUS,VERRUCA VULGARIS
2323,WART VIRUS causes VERRUCA VULGARIS,causes,1.0,In 243 cases of VERRUCA VULGARIS about 85% of the epidermal efflorescences caused by the WART VIRUS were cured by two or more applications of Solcoderm in ambulant therapy.,WART VIRUS,VERRUCA VULGARIS
2324,VALGANCICLOVIR treats CYTOMEGALOVIRUS RETINITIS,treats,0.981980506061966,"Martin DF, Sierra Madero J, Walmsley S, et al: A controlled trial of VALGANCICLOVIR as induction therapy for CYTOMEGALOVIRUS RETINITIS",CYTOMEGALOVIRUS RETINITIS,VALGANCICLOVIR
2325,VALGANCICLOVIR treats CYTOMEGALOVIRUS RETINITIS,treats,0.981980506061966,"Martin DF, Sierra Madero J, Walmsley S, et al: A controlled trial of VALGANCICLOVIR as induction therapy for CYTOMEGALOVIRUS RETINITIS",CYTOMEGALOVIRUS RETINITIS,VALGANCICLOVIR
2326,VALGANCICLOVIR treats CYTOMEGALOVIRUS RETINITIS,treats,0.981980506061966,"Martin DF, Sierra Madero J, Walmsley S, et al: A controlled trial of VALGANCICLOVIR as induction therapy for CYTOMEGALOVIRUS RETINITIS",CYTOMEGALOVIRUS RETINITIS,VALGANCICLOVIR
2327,VALGANCICLOVIR treats CYTOMEGALOVIRUS RETINITIS,treats,0.981980506061966,"Martin DF, Sierra Madero J, Walmsley S, et al: A controlled trial of VALGANCICLOVIR as induction therapy for CYTOMEGALOVIRUS RETINITIS",CYTOMEGALOVIRUS RETINITIS,VALGANCICLOVIR
2328,VALGANCICLOVIR treats CYTOMEGALOVIRUS RETINITIS,treats,0.981980506061966,"Martin DF, Sierra Madero J, Walmsley S, et al: A controlled trial of VALGANCICLOVIR as induction therapy for CYTOMEGALOVIRUS RETINITIS",CYTOMEGALOVIRUS RETINITIS,VALGANCICLOVIR
2329,VALGANCICLOVIR treats CYTOMEGALOVIRUS RETINITIS,treats,0.981980506061966,"Martin DF, Sierra Madero J, Walmsley S, et al: A controlled trial of VALGANCICLOVIR as induction therapy for CYTOMEGALOVIRUS RETINITIS",CYTOMEGALOVIRUS RETINITIS,VALGANCICLOVIR
2330,VALGANCICLOVIR treats CYTOMEGALOVIRUS RETINITIS,treats,0.981980506061966,"Martin DF, Sierra Madero J, Walmsley S, et al: A controlled trial of VALGANCICLOVIR as induction therapy for CYTOMEGALOVIRUS RETINITIS",CYTOMEGALOVIRUS RETINITIS,VALGANCICLOVIR
2331,ESOPHAGEAL TUMOR location MIDDLE AND LOWER ESOPHAGUS,location,0.9838699100999068,The ESOPHAGEAL TUMOR showed a fungating growth at the junction of the MIDDLE AND LOWER ESOPHAGUS and was composed microscopically of submucosal multiple nests with solid and cribriform like patterns accompanied with a small focus of squamous cell carcinoma adjacent to the overlying esophageal epithelium.,MIDDLE AND LOWER ESOPHAGUS,ESOPHAGEAL TUMOR
2332,MIDDLE AND LOWER ESOPHAGUS location ESOPHAGEAL TUMOR,location,0.9838699100999068,The ESOPHAGEAL TUMOR showed a fungating growth at the junction of the MIDDLE AND LOWER ESOPHAGUS and was composed microscopically of submucosal multiple nests with solid and cribriform like patterns accompanied with a small focus of squamous cell carcinoma adjacent to the overlying esophageal epithelium.,MIDDLE AND LOWER ESOPHAGUS,ESOPHAGEAL TUMOR
2333,MIDDLE AND LOWER ESOPHAGUS location ESOPHAGEAL TUMOR,location,0.9838699100999068,The ESOPHAGEAL TUMOR showed a fungating growth at the junction of the MIDDLE AND LOWER ESOPHAGUS and was composed microscopically of submucosal multiple nests with solid and cribriform like patterns accompanied with a small focus of squamous cell carcinoma adjacent to the overlying esophageal epithelium.,MIDDLE AND LOWER ESOPHAGUS,ESOPHAGEAL TUMOR
2334,ESOPHAGEAL TUMOR location MIDDLE AND LOWER ESOPHAGUS,location,0.9838699100999068,The ESOPHAGEAL TUMOR showed a fungating growth at the junction of the MIDDLE AND LOWER ESOPHAGUS and was composed microscopically of submucosal multiple nests with solid and cribriform like patterns accompanied with a small focus of squamous cell carcinoma adjacent to the overlying esophageal epithelium.,MIDDLE AND LOWER ESOPHAGUS,ESOPHAGEAL TUMOR
2335,MIDDLE AND LOWER ESOPHAGUS location ESOPHAGEAL TUMOR,location,0.9838699100999068,The ESOPHAGEAL TUMOR showed a fungating growth at the junction of the MIDDLE AND LOWER ESOPHAGUS and was composed microscopically of submucosal multiple nests with solid and cribriform like patterns accompanied with a small focus of squamous cell carcinoma adjacent to the overlying esophageal epithelium.,MIDDLE AND LOWER ESOPHAGUS,ESOPHAGEAL TUMOR
2336,no_relation,location,0.9838699100999068,The ESOPHAGEAL TUMOR showed a fungating growth at the junction of the MIDDLE AND LOWER ESOPHAGUS and was composed microscopically of submucosal multiple nests with solid and cribriform like patterns accompanied with a small focus of squamous cell carcinoma adjacent to the overlying esophageal epithelium.,MIDDLE AND LOWER ESOPHAGUS,ESOPHAGEAL TUMOR
2337,MIDDLE AND LOWER ESOPHAGUS location ESOPHAGEAL TUMOR,location,0.9838699100999068,The ESOPHAGEAL TUMOR showed a fungating growth at the junction of the MIDDLE AND LOWER ESOPHAGUS and was composed microscopically of submucosal multiple nests with solid and cribriform like patterns accompanied with a small focus of squamous cell carcinoma adjacent to the overlying esophageal epithelium.,MIDDLE AND LOWER ESOPHAGUS,ESOPHAGEAL TUMOR
2338,no_relation,causes,0.353553390593274,"Migraine patients underwent a structured direct interview about previous MIGRAINE DIAGNOSIS comorbidity, HEADACHE TREATMENTS and their side effects and healthcare utilization for migraine.",HEADACHE TREATMENTS,MIGRAINE DIAGNOSIS
2339,HEADACHE TREATMENTS causes MIGRAINE DIAGNOSIS,causes,0.353553390593274,"Migraine patients underwent a structured direct interview about previous MIGRAINE DIAGNOSIS comorbidity, HEADACHE TREATMENTS and their side effects and healthcare utilization for migraine.",HEADACHE TREATMENTS,MIGRAINE DIAGNOSIS
2340,MIGRAINE DIAGNOSIS causes HEADACHE TREATMENTS,causes,0.353553390593274,"Migraine patients underwent a structured direct interview about previous MIGRAINE DIAGNOSIS comorbidity, HEADACHE TREATMENTS and their side effects and healthcare utilization for migraine.",HEADACHE TREATMENTS,MIGRAINE DIAGNOSIS
2341,no_relation,causes,0.353553390593274,"Migraine patients underwent a structured direct interview about previous MIGRAINE DIAGNOSIS comorbidity, HEADACHE TREATMENTS and their side effects and healthcare utilization for migraine.",HEADACHE TREATMENTS,MIGRAINE DIAGNOSIS
2342,MIGRAINE DIAGNOSIS causes HEADACHE TREATMENTS,causes,0.353553390593274,"Migraine patients underwent a structured direct interview about previous MIGRAINE DIAGNOSIS comorbidity, HEADACHE TREATMENTS and their side effects and healthcare utilization for migraine.",HEADACHE TREATMENTS,MIGRAINE DIAGNOSIS
2343,no_relation,causes,0.353553390593274,"Migraine patients underwent a structured direct interview about previous MIGRAINE DIAGNOSIS comorbidity, HEADACHE TREATMENTS and their side effects and healthcare utilization for migraine.",HEADACHE TREATMENTS,MIGRAINE DIAGNOSIS
2344,MIGRAINE DIAGNOSIS causes HEADACHE TREATMENTS,causes,0.353553390593274,"Migraine patients underwent a structured direct interview about previous MIGRAINE DIAGNOSIS comorbidity, HEADACHE TREATMENTS and their side effects and healthcare utilization for migraine.",HEADACHE TREATMENTS,MIGRAINE DIAGNOSIS
2345,METASTATIC LESION OF THE SKULL causes BONE METASTASES,causes,0.5656854249492379,In the case of multiple BONE METASTASES the METASTATIC LESION OF THE SKULL was clearly demonstrated by Tl 201 but not by Ga 67.,METASTATIC LESION OF THE SKULL,BONE METASTASES
2346,METASTATIC LESION OF THE SKULL causes BONE METASTASES,causes,0.5656854249492379,In the case of multiple BONE METASTASES the METASTATIC LESION OF THE SKULL was clearly demonstrated by Tl 201 but not by Ga 67.,METASTATIC LESION OF THE SKULL,BONE METASTASES
2347,METASTATIC LESION OF THE SKULL causes BONE METASTASES,causes,0.5656854249492379,In the case of multiple BONE METASTASES the METASTATIC LESION OF THE SKULL was clearly demonstrated by Tl 201 but not by Ga 67.,METASTATIC LESION OF THE SKULL,BONE METASTASES
2348,BONE METASTASES causes METASTATIC LESION OF THE SKULL,causes,0.5656854249492379,In the case of multiple BONE METASTASES the METASTATIC LESION OF THE SKULL was clearly demonstrated by Tl 201 but not by Ga 67.,METASTATIC LESION OF THE SKULL,BONE METASTASES
2349,BONE METASTASES causes METASTATIC LESION OF THE SKULL,causes,0.5656854249492379,In the case of multiple BONE METASTASES the METASTATIC LESION OF THE SKULL was clearly demonstrated by Tl 201 but not by Ga 67.,METASTATIC LESION OF THE SKULL,BONE METASTASES
2350,BONE METASTASES causes METASTATIC LESION OF THE SKULL,causes,0.5656854249492379,In the case of multiple BONE METASTASES the METASTATIC LESION OF THE SKULL was clearly demonstrated by Tl 201 but not by Ga 67.,METASTATIC LESION OF THE SKULL,BONE METASTASES
2351,BONE METASTASES causes METASTATIC LESION OF THE SKULL,causes,0.5656854249492379,In the case of multiple BONE METASTASES the METASTATIC LESION OF THE SKULL was clearly demonstrated by Tl 201 but not by Ga 67.,METASTATIC LESION OF THE SKULL,BONE METASTASES
2352,INVOLVEMENT OF THE SKIN AND MUCOSA causes DERMATOSES (ECZEMA NEURODERMATITIS PSORIASIS PEMPHIGUS ETC),causes,0.8834522085987719,Clinical and laboratory examinations of 250 patients with chronic DERMATOSES (ECZEMA NEURODERMATITIS PSORIASIS PEMPHIGUS ETC) have revealed secondary candidal INVOLVEMENT OF THE SKIN AND MUCOSA in 121 (46.6%.,INVOLVEMENT OF THE SKIN AND MUCOSA,DERMATOSES (ECZEMA NEURODERMATITIS PSORIASIS PEMPHIGUS ETC)
